2023-05-31 15:33:38,sabots,EAcdvgdfh,6.519497,FAIL
2023-05-31 15:33:50,footrest,EaASDAEFTHRNCGB,15.616775,FAIL
2023-05-31 16:12:23,abstruse,asdfefsgddg,2.378882s,FAIL
2023-05-31 16:13:28,selenium,aselenium,12.126025s,SUCCESS
